CreatedById,CreatedDate,Id,IsActive,IsArchived,IsDeleted,LastModifiedById,LastModifiedDate,Mark_Up__c,Name,Onemedia_discount__c,Onemedia_unit_cost__c,Pricebook2Id,Product2Id,ProductCode,SystemModstamp,Trade_Unit_Price__c,Trade_discount__c,Tripleplay_Unit_Price__c,Tripleplay_discount__c,UnitPrice,UseStandardPrice,X1_years_apps_discount__c
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZz6QAE,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Canteen menu - Standalone - Annual Licence,,,01s0Y000002Z6laQAC,01t0Y000001TaSaQAK,4320,2025-09-09T15:26:29.000Z,,,,,175.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZz7QAE,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Canteen menu  - 2-10 players- Annual licence,,,01s0Y000002Z6laQAC,01t0Y000001TaSbQAK,4320,2025-09-09T15:26:29.000Z,,,,,350.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZz8QAE,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Canteen menu - 11-99 players - Annual licence,,,01s0Y000002Z6laQAC,01t0Y000001TaScQAK,4320,2025-09-09T15:26:29.000Z,,,,,700.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZz9QAE,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Canteen menu - 99+ players - Annual licence,,,01s0Y000002Z6laQAC,01t0Y000001TaSdQAK,4320,2025-09-09T15:26:29.000Z,,,,,1200.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzAQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:29.000+0000,,Worldwide flight departures- 99+ players - Annual licence,,,01s0Y000002Z6laQAC,01t0Y000001TaSeQAK,,2025-09-09T15:26:29.000Z,,,,,1260.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzBQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:29.000+0000,,Worldwide flight departures - Additional Airport - Annual licence,,,01s0Y000002Z6laQAC,01t0Y000001TaSfQAK,,2025-09-09T15:26:29.000Z,,,,,200.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzCQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:29.000+0000,,Traffic - 99+ players - Annual licence,,,01s0Y000002Z6laQAC,01t0Y000001TaSgQAK,4320,2025-09-09T15:26:29.000Z,,,,,1260.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzEQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Support,,,01s0Y000002Z6laQAC,01t0Y000001TaSiQAK,4450,2025-09-09T15:26:29.000Z,,,,,100.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzFQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Annual Support: Level 1 - 4hrs/month,,,01s0Y000002Z6laQAC,01t0Y000001TaSjQAK,4450,2025-09-09T15:26:29.000Z,,,,,4320.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzGQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Annual Support: Level 2 - 8hrs/month,,,01s0Y000002Z6laQAC,01t0Y000001TaSkQAK,4450,2025-09-09T15:26:29.000Z,,,,,8640.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzHQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Annual Support: Level 3 - 16hrs/month,,,01s0Y000002Z6laQAC,01t0Y000001TaSlQAK,4450,2025-09-09T15:26:29.000Z,,,,,17280.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzIQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Annual Support: Level 4 - 32hrs/month,,,01s0Y000002Z6laQAC,01t0Y000001TaSmQAK,4450,2025-09-09T15:26:29.000Z,,,,,34560.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzJQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Commissioning - Remote,,,01s0Y000002Z6laQAC,01t0Y000001TaSnQAK,4550,2025-09-09T15:26:29.000Z,,,,,100.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzKQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:29.000+0000,,Training - onsite,,,01s0Y000002Z6laQAC,01t0Y000001TaSoQAK,4500,2025-09-09T15:26:29.000Z,,,,,800.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzLQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:29.000+0000,,Training - up to six people - 1x Day,,,01s0Y000002Z6laQAC,01t0Y000001TaSpQAK,4500,2025-09-09T15:26:29.000Z,,,,,800.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzMQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2017-04-24T14:25:32.000+0000,,Training - up to six people - 1/2x Day,,,01s0Y000002Z6laQAC,01t0Y000001TaSqQAK,4500,2025-09-09T15:26:29.000Z,,,,,600.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzNQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Remote access setup charge (per App) -  Standalone - one off cost,,,01s0Y000002Z6laQAC,01t0Y000001TaSrQAK,4550,2025-09-09T15:26:29.000Z,,,,,33.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzOQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Remote access setup charge (per App)  - 2-10 players- one off cost,,,01s0Y000002Z6laQAC,01t0Y000001TaSsQAK,4550,2025-09-09T15:26:29.000Z,,,,,66.0,False,
005N1000006UI0rIAG,2017-03-16T10:45:10.000+0000,01u0Y000001dZzPQAU,False,FALSE,FALSE,005N1000006UI0rIAG,2022-09-30T09:59:19.000+0000,,Remote access setup charge (per App) - 11-99 players - one off cost,,,01s0Y000002Z6laQAC,01t0Y000001TaStQAK,4550,2025-09-09T15:26:29.000Z,,,,,99.0,False,
